C	area	va	hourly
	VARIABLES	BEGIN	END
	122	1	8736

C	hourly				OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
	4064	19	JUN	07:00	1114937	1090761	82858	972510	1198085	35.00	0	35.00	35.00	37398	0	0	0	0	0	0	0	37755	2058	34316	39729	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	31165	2367	27786	34231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	1410	0	4132	0	0	0	0	60.56	8.12	50.07	72.28	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	24176	45791	0	123959	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	48835	4799	42144	56214	48116	4114	42144	56214	0	0	0	0	39	2	36	42
	4065	19	JUN	08:00	1118696	1104923	77557	994000	1210545	35.00	0	35.00	35.00	37883	0	0	0	0	0	0	0	37899	2077	34309	40459	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	31569	2216	28400	34587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	1299	0	4132	0	0	0	0	60.59	8.11	50.10	72.32	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	13773	38957	0	123959	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	48431	4612	41413	55600	47972	4165	41413	55600	0	0	0	0	39	2	36	42
	4066	19	JUN	09:00	1138429	1138429	65968	1021825	1245545	35.00	0	35.00	35.00	39032	0	0	0	0	0	0	0	38397	2042	34727	41460	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	32527	1885	29195	35587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.62	8.11	50.13	72.36	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	47473	4127	40413	54805	47473	4127	40413	54805	0	0	0	0	39	2	36	42
	4067	19	JUN	10:00	1159125	1119957	101012	980371	1266450	36.67	4.71	35.00	50.00	38383	0	0	0	0	0	0	0	38975	2064	35069	42001	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	31978	2857	28011	36000	0	0	0	0	0	0	0	0	0	0	0	0	14	41	0	129	0	0	0	0	1112	1682	0	4766	0	0	0	0	60.65	8.11	50.16	72.35	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	39168	56604	0	142992	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	48007	4686	39871	54293	46896	4225	39871	54293	0	0	0	0	39	2	37	42
	4068	19	JUN	11:00	1202913	1202913	65200	1087520	1306600	36.67	4.71	35.00	50.00	41127	0	0	0	0	0	0	0	40195	2122	36006	42805	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	34221	1664	31072	36810	0	0	0	0	0	0	0	0	0	0	0	0	104	293	0	932	0	0	0	0	0	0	0	0	0	0	0	0	60.68	8.11	50.18	72.39	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	45675	4162	39068	52928	45675	4162	39068	52928	0	0	0	0	39	2	37	42
	4069	19	JUN	12:00	1249991	1206131	107380	1015330	1378550	36.67	4.71	35.00	50.00	41060	0	0	0	0	0	0	0	41447	1935	37793	44243	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	34085	2615	29009	37709	0	0	0	0	0	0	0	0	0	0	0	0	263	745	0	2371	0	0	0	0	1229	1797	0	4766	0	0	0	0	60.70	8.11	50.21	72.38	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	43860	62381	0	142992	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	45652	4817	37629	54991	44423	4104	37629	51594	0	0	0	0	39	1	37	42
	4070	19	JUN	13:00	1291097	1240142	67408	1153086	1354395	36.67	4.71	35.00	50.00	42493	0	0	0	0	0	0	0	42660	1785	39219	45407	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	35399	1913	32945	38697	0	0	0	0	0	0	0	0	0	0	0	0	23	66	0	211	0	0	0	0	1366	1566	0	3735	0	0	0	0	60.72	8.11	50.24	72.42	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	50956	58769	0	149391	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	44577	3734	39789	50055	43242	3811	36466	49393	0	0	0	0	39	1	37	42
	4071	19	JUN	14:00	1330855	1328295	66218	1241660	1471700	36.67	4.71	35.00	50.00	45017	0	0	0	0	0	0	0	43684	1845	40355	46106	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	37279	1298	35476	40000	0	0	0	0	0	0	0	0	0	0	0	0	470	1331	0	4234	0	0	0	0	64	160	0	513	0	0	0	0	60.75	8.12	50.27	72.46	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	2560	6398	0	20520	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	42250	3842	35766	48524	42436	3676	36368	48524	0	0	0	0	40	1	37	42
	4072	19	JUN	15:00	1372749	1338938	34144	1288455	1400000	36.67	4.71	35.00	50.00	45714	0	0	0	0	0	0	0	44990	1626	41855	46749	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38009	1207	36000	40000	0	0	0	0	0	0	0	0	0	0	0	0	173	488	0	1553	0	0	0	0	938	1153	0	3323	0	0	0	0	60.78	8.12	50.28	72.51	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	33810	39133	0	99693	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	41819	2939	38447	47187	41567	3361	36368	47222	0	0	0	0	40	1	37	42
	4073	19	JUN	16:00	1409447	1319741	57239	1213521	1400000	36.67	4.71	35.00	50.00	44982	0	0	0	0	0	0	0	46057	1828	42887	48381	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	37366	1636	34672	40000	0	0	0	0	0	0	0	0	0	0	0	0	239	675	0	2147	0	0	0	0	2582	1568	0	4766	0	0	0	0	60.78	8.11	50.28	72.50	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	89706	51008	0	142992	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	42395	3408	37853	48328	41362	3377	36368	47222	0	0	0	0	40	1	37	42
	4074	19	JUN	17:00	1455292	1387415	75333	1296978	1556650	40.00	7.07	35.00	50.00	46731	0	0	0	0	0	0	0	46919	1873	43546	49386	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38566	1467	36000	40417	0	0	0	0	0	0	0	0	0	0	0	0	752	1848	0	5933	0	0	0	0	1730	1776	0	4798	0	0	0	0	60.80	8.12	50.27	72.53	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	67877	71547	0	191938	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	40682	3162	34067	45331	41255	3299	36368	47222	0	0	0	0	40	1	38	42
	4075	19	JUN	18:00	1471463	1373293	60965	1276255	1472104	41.67	7.45	35.00	50.00	46381	0	0	0	0	0	0	0	47534	1766	44232	50033	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38335	1725	36000	40408	0	0	0	0	0	0	0	0	0	0	0	0	632	955	0	2988	0	0	0	0	2697	1691	0	4798	0	0	0	0	60.80	8.12	50.26	72.55	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	98170	65284	0	191938	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	41034	3468	37012	47536	41255	3299	36368	47222	0	0	0	0	41	1	38	42
	4076	19	JUN	19:00	1476983	1364173	59976	1282016	1481754	41.67	7.45	35.00	50.00	46052	0	0	0	0	0	0	0	47649	1870	44034	50226	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38054	1501	36000	40101	0	0	0	0	0	0	0	0	0	0	0	0	646	954	0	2886	0	0	0	0	3078	1333	0	4798	0	0	0	0	60.81	8.12	50.26	72.58	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	112810	53207	0	191938	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	41300	3392	37114	46958	41255	3299	36368	47222	0	0	0	0	41	1	38	42
	4077	19	JUN	20:00	1478280	1393946	90615	1295000	1600450	38.33	6.24	35.00	50.00	46874	0	0	0	0	0	0	0	47509	1686	43943	49256	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38650	1720	36000	40982	0	0	0	0	0	0	0	0	0	0	0	0	824	2124	0	6809	0	0	0	0	2165	1685	0	4650	0	0	0	0	60.82	8.13	50.25	72.60	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	84334	67855	0	186000	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	40526	3762	33191	46637	41255	3299	36368	47222	0	0	0	0	40	2	37	43
	4078	19	JUN	21:00	1443214	1357537	47017	1290016	1404795	36.67	4.71	35.00	50.00	46194	0	0	0	0	0	0	0	46890	1625	43449	48844	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38338	1514	36000	40137	0	0	0	0	0	0	0	0	0	0	0	0	314	888	0	2825	0	0	0	0	2367	1748	0	4766	0	0	0	0	60.83	8.13	50.24	72.59	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	85677	62334	0	153960	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	41348	2001	37175	43863	41255	3299	36368	47222	0	0	0	0	40	2	37	42
	4079	19	JUN	22:00	1419812	1329155	54564	1240485	1400000	36.67	4.71	35.00	50.00	45289	0	0	0	0	0	0	0	46128	1765	42622	48348	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	37615	1598	35442	40000	0	0	0	0	0	0	0	0	0	0	0	0	253	715	0	2276	0	0	0	0	2390	1076	0	3397	0	0	0	0	60.84	8.14	50.24	72.62	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	90657	42598	0	135862	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	42133	3552	37724	48558	41354	3370	36368	47222	0	0	0	0	40	2	37	42
	4080	19	JUN	23:00	1377341	1312524	46951	1231626	1400000	36.67	4.71	35.00	50.00	44859	0	0	0	0	0	0	0	45162	1883	41463	47714	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	37319	1419	35189	40000	0	0	0	0	0	0	0	0	0	0	0	0	127	359	0	1144	0	0	0	0	1845	1547	0	4766	0	0	0	0	60.85	8.13	50.25	72.61	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	64817	49495	0	142992	0	0	0	0	0	0	0	0	0	0	0	0	0	80000	2667	76000	84000	42554	2886	38856	47811	41494	3506	36368	47222	0	0	0	0	40	2	37	42
	4081	20	JUN	00:00	1455838	1402681	61170	1330000	1558950	43.33	7.45	35.00	50.00	47352	0	0	0	0	0	0	0	47080	1727	43332	49399	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	39128	1336	36000	40747	0	0	0	0	0	0	0	0	0	0	0	0	664	1879	0	5979	0	0	0	0	1417	1611	0	3700	0	0	0	0	60.87	8.14	50.24	72.62	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	53157	61290	0	148000	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	39986	2878	33021	42998	41255	3299	36368	47222	0	0	0	0	40	1	38	42
	4082	20	JUN	01:00	1424543	1402472	87038	1223843	1529300	43.33	7.45	35.00	50.00	46733	0	0	0	0	0	0	0	46028	1615	42647	48188	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38338	1661	34967	40182	0	0	0	0	0	0	0	0	0	0	0	0	1213	1780	0	5386	0	0	0	0	606	1190	0	3490	0	0	0	0	60.90	8.14	50.27	72.64	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	22071	45449	0	139603	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	40227	3514	33614	45033	41255	3299	36368	47222	0	0	0	0	41	1	39	43
	4083	20	JUN	02:00	1355378	1293566	84144	1147595	1403950	41.67	7.45	35.00	50.00	44254	0	0	0	0	0	0	0	44578	1620	41135	46999	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	36835	2263	32788	40000	0	0	0	0	0	0	0	0	0	0	0	0	87	245	0	779	0	0	0	0	1785	2089	0	5191	0	0	0	0	60.91	8.13	50.29	72.68	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	61811	72860	0	207623	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	42856	4273	37221	50212	41629	3364	36368	47222	0	0	0	0	40	2	36	42
	4084	20	JUN	03:00	1311832	1288804	65071	1156013	1376050	38.33	6.24	35.00	50.00	44074	0	0	0	0	0	0	0	43288	1583	39558	45552	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	36677	1703	33029	39238	0	0	0	0	0	0	0	0	0	0	0	0	102	289	0	921	0	0	0	0	638	1229	0	3490	0	0	0	0	60.94	8.13	50.32	72.72	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	23028	46300	0	139603	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	42999	3323	38668	46971	42457	3443	36745	47222	0	0	0	0	40	2	36	42
	4085	20	JUN	04:00	1281804	1281671	41747	1218000	1340780	38.33	6.24	35.00	50.00	43775	0	0	0	0	0	0	0	42429	1299	39808	44456	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	36404	1107	34800	38308	0	0	0	0	0	0	0	0	0	0	0	0	151	426	0	1357	0	0	0	0	3	9	0	30	0	0	0	0	60.97	8.13	50.35	72.76	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	133	377	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	43223	3317	37643	48200	43220	3319	37643	48200	0	0	0	0	40	1	38	42
	4086	20	JUN	05:00	1255794	1249370	58305	1178089	1330000	38.33	6.24	35.00	50.00	42756	0	0	0	0	0	0	0	41697	1648	38881	44024	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	35595	1616	33660	38000	0	0	0	0	0	0	0	0	0	0	0	0	71	201	0	639	0	0	0	0	161	402	0	1288	0	0	0	0	61.00	8.14	50.38	72.80	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	6424	16068	0	51532	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	44112	3739	38361	48886	43951	3611	38361	48886	0	0	0	0	40	1	37	42
	4087	20	JUN	06:00	1249945	1226876	91802	1005215	1328250	35.00	0	35.00	35.00	42064	0	0	0	0	0	0	0	41501	1640	38503	43745	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	35054	2623	28720	37950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	1631	0	5191	0	0	0	0	61.03	8.14	50.41	72.85	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	23069	65250	0	207623	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	44724	4505	39023	54280	44147	3454	39023	49089	0	0	0	0	40	2	36	42
	4088	20	JUN	07:00	1246078	1203619	113535	988835	1330000	36.67	4.71	35.00	50.00	41267	0	0	0	0	0	0	0	41468	1687	38769	44169	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	34389	3244	28252	38000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	2157	0	5282	0	0	0	0	61.05	8.14	50.43	72.89	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	42459	76196	0	207623	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	45389	5235	40051	54748	44180	3473	40051	49557	0	0	0	0	40	2	36	42
	4089	20	JUN	08:00	1255100	1252611	54641	1185240	1350930	36.67	4.71	35.00	50.00	42947	0	0	0	0	0	0	0	41722	1750	38729	43686	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	35789	1561	33864	38598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	176	0	560	0	0	0	0	61.08	8.14	50.46	72.93	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	2489	7040	0	22400	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	43989	3363	39768	48975	43927	3423	39768	48975	0	0	0	0	40	2	36	42
	4090	20	JUN	09:00	1284719	1284430	71737	1185730	1400700	38.33	6.24	35.00	50.00	43863	0	0	0	0	0	0	0	42509	2025	39762	45063	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	36474	1764	33878	40000	0	0	0	0	0	0	0	0	0	0	0	0	157	444	0	1414	0	0	0	0	7	20	0	65	0	0	0	0	61.12	8.14	50.49	72.97	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	289	817	0	2600	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	43147	3561	39353	48022	43231	3485	39353	48022	0	0	0	0	40	2	36	42
	4091	20	JUN	10:00	1315814	1304147	58679	1205680	1429300	40.00	7.07	35.00	50.00	44553	0	0	0	0	0	0	0	43362	1974	40373	45585	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	37055	1533	34448	40000	0	0	0	0	0	0	0	0	0	0	0	0	144	272	0	714	0	0	0	0	292	825	0	2625	0	0	0	0	61.15	8.14	50.52	73.01	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	11667	32998	0	105000	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	42578	3314	38286	47107	42599	3428	38286	47222	0	0	0	0	40	2	37	42
	4092	20	JUN	11:00	1358286	1353142	87771	1243130	1502300	43.33	7.45	35.00	50.00	45698	0	0	0	0	0	0	0	44436	2076	41443	46858	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	37770	1376	35518	40000	0	0	0	0	0	0	0	0	0	0	0	0	624	1151	0	3446	0	0	0	0	171	341	0	1020	0	0	0	0	61.18	8.14	50.55	73.04	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	5143	10244	0	30600	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	41384	3345	37554	45970	41996	3461	37714	47222	0	0	0	0	40	2	36	42
	4093	20	JUN	12:00	1403103	1364595	45387	1271970	1432750	43.33	7.45	35.00	50.00	46215	0	0	0	0	0	0	0	45602	2069	42267	48194	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38256	1248	36000	40000	0	0	0	0	0	0	0	0	0	0	0	0	513	900	0	2750	0	0	0	0	963	1561	0	4332	0	0	0	0	61.20	8.15	50.54	73.08	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	38508	62434	0	173280	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	41009	3011	36250	44681	41583	3493	36368	47222	0	0	0	0	40	1	38	42
	4094	20	JUN	13:00	1448939	1379438	46588	1300390	1470300	43.33	7.45	35.00	50.00	46767	0	0	0	0	0	0	0	46913	2268	43079	49659	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	38735	1373	36000	40659	0	0	0	0	0	0	0	0	0	0	0	0	474	1320	0	4206	0	0	0	0	1833	2153	0	5532	0	0	0	0	61.22	8.15	50.52	73.09	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	69501	83917	0	221297	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	40568	2687	34794	43825	41347	3336	36368	47222	0	0	0	0	40	1	39	42
	4095	20	JUN	14:00	1511637	1452015	72626	1349320	1588550	43.33	7.45	35.00	50.00	48017	0	0	0	0	0	0	0	48168	2329	44477	51071	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	39221	1568	36000	41573	0	0	0	0	0	0	0	0	0	0	0	0	1585	2038	0	5091	0	0	0	0	1491	1985	0	4949	0	0	0	0	61.23	8.16	50.50	73.13	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	59622	79389	0	197945	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	38971	3203	33529	43134	41255	3299	36368	47222	0	0	0	0	41	1	39	44
	4096	20	JUN	15:00	1546214	1441015	117691	1321553	1743500	43.33	7.45	35.00	50.00	47758	0	0	0	0	0	0	0	49447	2222	45700	52007	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	39059	1532	36000	41000	0	0	0	0	0	0	0	0	0	0	0	0	1479	2621	0	8270	0	0	0	0	3038	2342	0	5607	0	0	0	0	61.24	8.16	50.48	73.11	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	105199	82115	0	218360	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	39240	3403	32730	45241	41255	3299	36368	47222	0	0	0	0	42	2	39	47
	4097	20	JUN	16:00	1584527	1484288	135574	1365000	1792550	43.33	7.45	35.00	50.00	48665	0	0	0	0	0	0	0	50271	2299	46458	52854	5871	1123	3933	7547	0	0	0	0	0	0	0	0	0	0	0	0	39556	1707	36000	42000	0	0	0	0	0	0	0	0	0	0	0	0	1997	3138	0	9251	0	0	0	0	2848	2242	0	6591	0	0	0	0	61.24	8.15	50.48	73.09	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	100239	78655	0	252280	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	38225	3284	31749	42000	41181	3325	36368	47222	0	0	0	0	42	3	39	48
	4098	20	JUN	17:00	1621854	1516461	171526	1379404	1845950	43.33	7.45	35.00	50.00	49051	0	0	0	0	0	0	0	51062	2253	47977	53917	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	39556	1707	36000	42000	0	0	0	0	0	0	0	0	0	0	0	0	2640	3804	0	9781	0	0	0	0	2995	2355	0	6854	0	0	0	0	61.24	8.15	50.51	73.06	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	105393	83236	0	269995	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	37582	3975	31081	42000	41067	3358	36368	47222	0	0	0	0	43	3	40	49
	4099	20	JUN	18:00	1637007	1522433	155974	1385645	1856350	45.00	7.07	35.00	50.00	48994	0	0	0	0	0	0	0	51372	2125	48575	54126	5871	1123	3933	7547	0	0	0	0	0	0	0	0	0	0	0	0	39391	1627	36000	42000	0	0	0	0	0	0	0	0	0	0	0	0	2875	3310	0	9127	0	0	0	0	3235	2129	0	6854	0	0	0	0	61.24	8.13	50.54	73.03	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	114574	74342	0	221297	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	37512	3941	30873	43410	41089	3339	36368	47222	0	0	0	0	44	4	40	50
	4100	20	JUN	19:00	1637668	1520244	156379	1399333	1858200	45.00	7.07	35.00	50.00	48927	0	0	0	0	0	0	0	51455	2085	48955	54162	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	39338	1493	36000	41000	0	0	0	0	0	0	0	0	0	0	0	0	2868	3263	0	9164	0	0	0	0	3378	2228	0	6854	0	0	0	0	61.24	8.12	50.57	73.01	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	117424	73960	0	221297	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	37572	3930	30836	42939	41116	3327	36368	47222	0	0	0	0	44	4	40	50
	4101	20	JUN	20:00	1649465	1499109	126067	1319480	1713518	45.00	7.07	35.00	50.00	48396	0	0	0	0	0	0	0	51481	2388	48457	54772	5871	1123	3933	7547	0	0	0	0	0	0	0	0	0	0	0	0	38983	1456	36000	41000	0	0	0	0	0	0	0	0	0	0	0	0	2694	2903	0	7588	0	0	0	0	3933	2102	0	6750	0	0	0	0	61.24	8.13	50.54	73.04	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	150356	83460	0	269995	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	38101	4566	31030	45301	41090	3343	36368	47222	0	0	0	0	44	3	40	49
	4102	20	JUN	21:00	1627034	1510338	181895	1301980	1837250	45.00	7.07	35.00	50.00	48612	0	0	0	0	0	0	0	51003	2105	48209	53743	5871	1123	3933	7548	0	0	0	0	0	0	0	0	0	0	0	0	39086	1748	36000	42000	0	0	0	0	0	0	0	0	0	0	0	0	2846	3919	0	9346	0	0	0	0	3199	2529	0	6854	0	0	0	0	61.24	8.13	50.57	73.01	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	116695	93485	0	269995	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	37845	4792	31255	45801	41134	3331	36368	47222	0	0	0	0	43	3	40	49
	4103	20	JUN	22:00	1598847	1516400	131018	1357333	1752050	43.33	7.45	35.00	50.00	48944	0	0	0	0	0	0	0	50121	2000	46897	52709	5871	1123	3933	7547	0	0	0	0	0	0	0	0	0	0	0	0	39420	1715	36000	42000	0	0	0	0	0	0	0	0	0	0	0	0	2734	3376	0	8441	0	0	0	0	2096	2151	0	6162	0	0	0	0	61.25	8.15	50.55	73.05	3302	632	2212	4246	0	0	0	0	36.67	4.71	30.00	40.00	82446	86653	0	246480	0	0	0	0	0	0	0	0	0	0	0	0	0	79778	2529	75000	83000	37624	4141	31548	42000	41255	3299	36368	47222	0	0	0	0	43	3	39	47
