C	area	id	daily
	VARIABLES	BEGIN	END
	58	1	364

C	daily			OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	211	30	JUL	9	8	4	5	1	1	6	3	2	8	1	1	1	1	1	1	9	8	1	1	1	1	1	1	1	5	1	1	2	3	1	1	2	7	2	8	1	1	1	2	2	3	1	1	1	1	1	1	9	1	3	7	3	7	1	1	9	7
	212	31	JUL	7	8	4	8	1	1	7	3	2	8	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	2	1	1	6	3	1	1	2	7	2	8	1	1	1	2	6	5	1	1	1	1	1	1	6	1	5	7	5	7	1	1	9	7
	213	01	AUG	7	5	7	5	1	1	7	5	2	3	1	1	1	1	1	1	7	2	1	1	1	1	1	1	7	5	1	1	7	5	1	1	2	7	2	3	1	1	1	2	7	5	1	1	1	1	1	1	4	1	5	7	5	7	1	1	9	5
	214	02	AUG	7	2	3	2	1	1	7	5	2	3	1	1	1	1	1	1	9	2	1	1	1	1	1	1	1	5	1	1	4	5	1	1	2	7	2	3	1	1	1	2	4	5	1	1	1	1	1	1	5	7	5	7	5	7	1	1	9	2
	215	03	AUG	7	5	4	5	1	1	7	3	2	3	1	1	1	1	1	1	7	8	1	1	1	1	1	1	1	5	1	1	7	8	1	1	2	7	2	3	1	1	1	2	7	8	1	1	1	1	1	1	5	2	5	7	5	7	1	1	9	3
	216	04	AUG	9	2	3	2	1	1	6	2	2	3	1	1	1	1	1	1	9	2	1	1	1	1	1	1	1	2	1	1	8	1	1	1	2	7	2	3	1	1	1	2	8	1	1	1	1	1	1	1	5	3	5	3	5	3	1	1	9	3
	217	05	AUG	3	2	3	2	1	1	9	2	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	5	7	1	1	2	7	2	3	1	1	1	2	5	7	1	1	1	1	1	1	5	3	5	3	5	3	1	1	9	3
	218	06	AUG	1	2	3	2	1	1	1	5	2	3	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	1	1	8	5	1	1	2	7	2	3	1	1	1	2	8	5	1	1	1	1	1	1	5	3	5	3	5	3	1	1	9	3
	219	07	AUG	4	2	4	2	1	1	6	5	2	3	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	2	1	1	9	5	1	1	2	7	2	3	1	1	1	2	9	5	1	1	1	1	1	1	2	6	2	6	2	6	1	1	9	3
	220	08	AUG	4	2	4	2	1	1	1	5	2	3	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	2	1	1	6	7	1	1	2	7	2	3	1	1	1	2	6	5	1	1	1	1	1	1	2	1	2	1	2	1	1	1	9	2
	221	09	AUG	4	2	4	2	1	1	1	5	2	3	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	2	1	1	1	7	1	1	2	4	2	3	1	1	1	2	1	5	1	1	1	1	1	1	2	1	2	1	2	1	1	1	9	2
	222	10	AUG	4	2	4	2	1	1	4	9	2	3	1	1	1	1	1	1	4	8	1	1	1	1	1	1	1	2	1	1	4	9	1	1	2	4	2	3	1	1	1	2	4	9	1	1	1	1	1	1	2	8	2	1	2	4	1	1	1	8
	223	11	AUG	1	2	3	2	1	1	1	3	2	3	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	2	1	1	8	3	1	1	2	4	2	3	1	1	1	2	7	3	1	1	1	1	1	1	7	1	2	1	2	1	1	1	2	4
	224	12	AUG	4	8	3	8	1	1	4	3	2	3	1	1	1	1	1	1	4	8	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	4	2	3	1	1	1	2	2	3	1	1	1	1	1	1	5	4	8	4	8	4	1	1	2	4
	225	13	AUG	4	8	3	8	1	1	7	3	2	3	1	1	1	1	1	1	4	8	1	1	1	1	1	1	1	1	1	1	5	3	1	1	2	4	2	3	1	1	1	2	5	3	1	1	1	1	1	1	5	4	5	4	5	4	1	1	2	4
	226	14	AUG	1	8	4	8	1	1	1	3	2	3	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	6	1	1	7	8	1	1	2	4	2	3	1	1	1	2	7	8	1	1	1	1	1	1	5	1	5	1	5	1	1	1	5	4
	227	15	AUG	4	6	4	8	1	1	4	6	2	3	1	1	1	1	1	1	4	2	1	1	1	1	1	1	3	6	1	1	4	8	1	1	2	4	2	3	1	1	1	2	4	8	1	1	1	1	1	1	5	7	5	4	5	4	1	1	3	6
	228	16	AUG	4	6	3	6	1	1	1	5	2	3	1	1	1	1	1	1	4	7	1	1	1	1	1	1	1	6	1	1	4	5	1	1	2	4	2	3	1	1	1	2	4	5	1	1	1	1	1	1	5	7	5	4	5	4	1	1	1	6
	229	17	AUG	1	6	3	5	1	1	1	5	2	3	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	6	1	1	1	5	1	1	2	4	2	3	1	1	1	2	1	5	1	1	1	1	1	1	5	3	5	3	5	1	1	1	1	6
	230	18	AUG	1	6	3	6	1	1	1	6	2	3	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	6	1	1	8	5	1	1	2	4	2	3	1	1	1	2	8	5	1	1	1	1	1	1	5	3	5	3	5	3	1	1	1	6
	231	19	AUG	1	9	3	5	1	1	1	9	2	3	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	5	1	1	8	9	1	1	2	4	2	3	1	1	1	2	8	5	1	1	1	1	1	1	5	3	5	3	5	1	1	1	5	8
	232	20	AUG	1	9	3	5	1	1	1	9	2	3	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	5	1	1	1	5	1	1	2	4	2	3	1	1	1	2	1	5	1	1	1	1	1	1	5	3	5	1	5	1	1	1	1	9
	233	21	AUG	1	5	3	5	1	1	1	5	2	3	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	5	1	1	1	5	1	1	2	4	2	3	1	1	1	2	1	5	1	1	1	1	1	1	5	3	5	3	5	3	1	1	1	5
	234	22	AUG	1	6	3	9	1	1	1	5	2	3	1	1	1	1	1	1	1	6	1	1	1	1	1	1	3	5	1	1	1	5	1	1	2	4	2	3	1	1	1	2	1	5	1	1	1	1	1	1	5	3	5	3	5	3	1	1	1	6
	235	23	AUG	3	2	3	7	1	1	1	9	2	3	1	1	1	1	1	1	1	6	1	1	1	1	1	1	3	7	1	1	2	3	1	1	2	4	2	3	1	1	1	2	2	8	1	1	1	1	1	1	2	3	2	3	2	3	1	1	3	6
	236	24	AUG	3	7	3	7	1	1	1	7	2	3	1	1	1	1	1	1	1	9	1	1	1	1	1	1	3	7	1	1	5	9	1	1	2	4	2	3	1	1	1	2	4	9	1	1	1	1	1	1	1	3	2	3	2	3	1	1	1	7
	237	25	AUG	5	7	3	6	1	1	5	9	2	3	1	1	1	1	1	1	5	6	1	1	1	1	1	1	3	7	1	1	5	6	1	1	6	4	2	3	1	1	1	2	5	6	1	1	1	1	1	1	1	3	2	3	2	3	1	1	1	2
	238	26	AUG	3	2	3	2	1	1	1	4	2	3	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	7	1	1	3	2	1	1	6	4	2	3	1	1	1	2	3	2	1	1	1	1	1	1	2	4	2	3	2	3	1	1	1	8
	239	27	AUG	1	2	5	9	1	1	1	4	2	3	1	1	1	1	1	1	9	4	1	1	1	1	1	1	5	9	1	1	6	5	1	1	6	4	2	3	1	1	1	2	7	5	1	1	1	1	1	1	9	4	2	6	2	6	1	1	1	4
	240	28	AUG	6	2	6	2	1	1	6	4	2	3	1	1	1	1	1	1	9	5	1	1	1	1	1	1	5	2	1	1	2	4	1	1	6	4	2	3	1	1	1	2	2	4	1	1	1	1	1	1	2	5	2	5	2	5	1	1	3	8
	241	29	AUG	1	8	5	2	1	1	1	3	2	3	1	1	1	1	1	1	8	5	1	1	1	1	1	1	5	8	1	1	2	3	1	1	6	4	2	3	1	1	1	2	2	3	1	1	1	1	1	1	2	5	8	5	8	5	1	1	1	8
	242	30	AUG	1	8	1	2	1	1	1	3	2	3	1	1	1	1	1	1	8	3	1	1	1	1	1	1	3	8	1	1	8	5	1	1	6	4	2	3	1	1	1	2	1	5	1	1	1	1	1	1	6	5	8	5	8	5	1	1	1	8
	243	31	AUG	5	2	4	2	1	1	6	2	2	3	1	1	1	1	1	1	8	3	1	1	1	1	1	1	5	2	1	1	4	8	1	1	6	4	2	3	1	1	1	2	4	8	1	1	1	1	1	1	1	3	2	5	2	5	1	1	9	2
	244	01	SEP	4	8	4	2	1	1	1	3	2	5	1	1	1	1	1	1	9	3	1	1	1	1	1	1	4	8	1	1	4	8	1	1	6	4	2	5	1	1	1	2	4	8	1	1	1	1	1	1	1	4	8	4	8	4	1	1	1	8
	245	02	SEP	4	8	4	8	1	1	1	3	2	5	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	8	1	1	1	8	1	1	2	4	2	5	1	1	1	2	1	8	1	1	1	1	1	1	8	5	8	5	8	5	1	1	9	3
	246	03	SEP	4	8	5	8	1	1	1	3	2	5	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	8	1	1	5	9	1	1	2	4	2	5	1	1	1	2	5	9	1	1	1	1	1	1	8	3	8	5	8	5	1	1	9	3
	247	04	SEP	5	8	6	8	1	1	1	3	2	5	1	1	1	1	1	1	8	3	1	1	1	1	1	1	6	8	1	1	6	4	1	1	2	4	2	5	1	1	1	2	6	4	1	1	1	1	1	1	8	3	8	5	8	5	1	1	5	8
	248	05	SEP	1	8	1	2	1	1	1	4	2	5	1	1	1	1	1	1	8	3	1	1	1	1	1	1	1	8	1	1	1	4	1	1	2	4	2	5	1	1	1	2	1	4	1	1	1	1	1	1	8	3	8	5	8	5	1	1	5	8
	249	06	SEP	4	8	9	2	1	1	1	3	2	5	1	1	1	1	1	1	5	3	1	1	1	1	1	1	9	8	1	1	2	3	1	1	2	4	2	5	1	1	1	2	2	6	1	1	1	1	1	1	8	3	8	3	8	3	1	1	4	8
	250	07	SEP	4	8	9	8	1	1	2	6	2	5	1	1	1	1	1	1	5	3	1	1	1	1	1	1	9	8	1	1	2	6	1	1	2	4	2	5	1	1	1	2	9	6	1	1	1	1	1	1	8	3	8	9	8	9	1	1	5	3
	251	08	SEP	4	8	4	8	1	1	4	6	2	5	1	1	1	1	1	1	4	6	1	1	1	1	1	1	4	8	1	1	4	6	1	1	6	4	2	5	1	1	1	2	4	6	1	1	1	1	1	1	5	3	8	9	8	9	1	1	5	3
	252	09	SEP	4	8	4	8	1	1	4	3	2	5	1	1	1	1	1	1	4	6	1	1	1	1	1	1	1	8	1	1	4	3	1	1	6	4	2	5	1	1	1	2	4	3	1	1	1	1	1	1	8	9	8	4	8	4	1	1	5	9
	253	10	SEP	4	8	4	8	1	1	4	3	2	5	1	1	1	1	1	1	4	3	1	1	1	1	1	1	4	8	1	1	1	3	1	1	6	4	2	5	1	1	1	2	1	3	1	1	1	1	1	1	8	6	8	9	8	9	1	1	5	8
	254	11	SEP	4	8	9	7	1	1	4	7	2	5	1	1	1	1	1	1	4	7	1	1	1	1	1	1	4	8	1	1	4	3	1	1	6	4	2	5	1	1	1	2	4	3	1	1	1	1	1	1	5	9	8	9	8	9	1	1	4	7
	255	12	SEP	9	7	9	2	1	1	9	7	2	5	1	1	1	1	1	1	5	1	1	1	1	1	1	1	9	2	1	1	9	5	1	1	6	4	2	5	1	1	1	2	9	5	1	1	1	1	1	1	5	1	8	9	8	9	1	1	4	2
	256	13	SEP	9	2	9	7	1	1	9	2	2	5	1	1	1	1	1	1	8	1	1	1	1	1	1	1	9	2	1	1	3	4	1	1	6	4	2	5	1	1	1	2	3	6	1	1	1	1	1	1	8	7	2	4	8	9	1	1	4	2
	257	14	SEP	4	2	9	2	1	1	4	5	2	5	1	1	1	1	1	1	4	1	1	1	1	1	1	1	4	2	1	1	6	5	1	1	6	4	2	5	1	1	1	2	6	5	1	1	1	1	1	1	8	1	2	9	5	9	1	1	4	2
	258	15	SEP	4	2	9	5	1	1	4	5	2	5	1	1	1	1	1	1	4	1	1	1	1	1	1	1	4	5	1	1	6	5	1	1	6	4	2	5	1	1	1	2	6	5	1	1	1	1	1	1	8	6	8	9	8	9	1	1	4	2
	259	16	SEP	6	2	9	2	1	1	6	1	2	5	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	2	1	1	6	9	1	1	6	4	2	5	1	1	1	2	6	9	1	1	1	1	1	1	8	6	8	6	8	6	1	1	4	2
	260	17	SEP	6	1	9	2	1	1	6	1	2	5	1	1	1	1	1	1	6	1	1	1	1	1	1	1	6	2	1	1	6	5	1	1	6	4	2	5	1	1	1	2	6	5	1	1	1	1	1	1	8	6	8	6	8	6	1	1	4	1
	261	18	SEP	6	2	6	7	1	1	6	2	2	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	6	3	1	1	6	1	1	1	2	4	2	5	1	1	1	2	6	1	1	1	1	1	1	1	8	1	8	6	8	6	1	1	4	2
	262	19	SEP	6	1	9	7	1	1	6	1	2	5	1	1	1	1	1	1	4	1	1	1	1	1	1	1	9	8	1	1	2	5	1	1	2	4	2	5	1	1	1	2	7	5	1	1	1	1	1	1	8	1	8	6	8	6	1	1	6	1
	263	20	SEP	6	1	9	7	1	1	2	1	2	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	6	8	1	1	8	6	1	1	6	4	2	5	1	1	3	2	9	6	1	1	1	1	1	1	3	1	8	6	8	6	1	1	6	1
	264	21	SEP	6	7	6	7	1	1	6	7	2	5	1	1	1	1	1	1	3	9	1	1	1	1	1	1	6	3	1	1	6	4	1	1	6	4	2	5	1	1	3	2	6	4	1	1	1	1	1	1	3	2	3	6	3	6	1	1	6	7
	265	22	SEP	6	7	6	7	1	1	6	7	2	5	1	1	1	1	1	1	6	9	1	1	1	1	1	1	6	3	1	1	6	3	1	1	6	4	2	5	1	1	3	2	6	3	1	1	1	1	1	1	3	2	3	6	3	6	1	1	3	7
	266	23	SEP	6	7	2	3	1	1	6	7	2	5	1	1	1	1	1	1	3	7	1	1	1	1	1	1	6	3	1	1	2	3	1	1	6	4	2	5	1	1	3	2	2	3	1	1	1	1	1	1	3	2	3	6	3	6	1	1	4	7
	267	24	SEP	6	1	6	9	1	1	2	9	2	5	1	1	1	1	1	1	3	7	1	1	1	1	1	1	6	1	1	1	2	4	1	1	6	4	2	5	1	1	3	2	2	4	1	1	1	1	1	1	3	6	3	6	3	6	1	1	5	7
	268	25	SEP	5	1	5	4	1	1	2	4	2	5	1	1	1	1	1	1	3	7	1	1	1	1	1	1	7	1	1	1	2	4	1	1	6	4	2	5	1	1	3	2	2	4	1	1	1	1	1	1	3	7	3	7	3	7	1	1	5	1
	269	26	SEP	5	1	5	9	1	1	2	1	2	5	1	1	1	1	1	1	4	7	1	1	1	1	1	1	5	1	1	1	2	5	1	1	6	4	2	5	1	1	3	2	9	5	1	1	1	1	1	1	3	7	3	7	3	7	1	1	5	1
	270	27	SEP	9	6	5	4	1	1	2	6	2	5	1	1	1	1	1	1	1	7	1	1	1	1	1	1	5	6	1	1	8	5	1	1	6	4	2	5	1	1	3	1	9	5	1	1	1	1	1	1	3	7	3	7	3	7	1	1	9	6
	271	28	SEP	4	6	5	2	1	1	4	5	2	5	1	1	1	1	1	1	1	5	1	1	1	1	1	1	7	6	1	1	2	5	1	1	6	4	2	5	1	1	3	1	3	5	1	1	1	1	1	1	3	7	6	7	3	7	1	1	4	6
	272	29	SEP	4	6	7	2	1	1	4	6	2	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	5	2	1	1	9	6	1	1	6	4	2	5	1	1	3	1	9	6	1	1	1	1	1	1	3	5	3	4	3	7	1	1	4	2
	273	30	SEP	4	6	4	2	1	1	1	6	2	5	1	1	1	1	1	1	2	6	1	1	1	1	1	1	5	2	1	1	1	6	1	1	6	4	2	5	1	1	3	1	4	6	1	1	1	1	1	1	1	7	2	4	6	4	1	1	1	2
	274	01	OCT	3	6	3	7	1	1	1	6	2	3	1	1	1	1	1	1	2	7	1	1	1	1	1	1	3	2	1	1	5	6	1	1	6	4	2	3	1	1	3	1	5	6	1	1	1	1	1	1	2	7	6	3	6	3	1	1	1	6
	275	02	OCT	3	6	3	9	1	1	4	6	2	3	1	1	1	1	1	1	2	7	1	1	1	1	1	1	3	2	1	1	6	5	1	1	6	4	2	3	1	1	3	1	4	5	1	1	1	1	1	1	2	7	6	3	6	3	1	1	3	6
	276	03	OCT	5	6	3	9	1	1	4	6	2	3	1	1	1	1	1	1	2	7	1	1	1	1	1	1	5	2	1	1	2	5	1	1	6	4	2	3	1	1	3	1	9	5	1	1	1	1	1	1	1	7	6	3	1	3	1	1	3	6
	277	04	OCT	5	6	3	9	1	1	7	6	2	3	1	1	1	1	1	1	1	7	1	1	1	1	1	1	5	6	1	1	4	3	1	1	6	4	2	3	1	1	3	1	4	8	1	1	1	1	1	1	1	3	1	3	1	3	1	1	5	6
	278	05	OCT	5	6	3	9	1	1	7	6	2	3	1	1	1	1	1	1	4	7	1	1	1	1	1	1	7	1	1	1	1	4	1	1	6	4	2	3	1	1	3	1	1	4	1	1	1	1	1	1	1	3	1	3	1	3	1	1	5	1
	279	06	OCT	3	1	3	9	1	1	7	1	2	3	1	1	1	1	1	1	4	7	1	1	1	1	1	1	3	1	1	1	3	6	1	1	6	4	2	3	1	1	3	1	3	6	1	1	1	1	1	1	1	3	1	3	1	3	1	1	3	1
	280	07	OCT	3	1	3	9	1	1	3	6	2	3	1	1	1	1	1	1	8	6	1	1	1	1	1	1	3	1	1	1	3	4	1	1	6	4	2	3	1	1	3	1	3	4	1	1	1	1	1	1	1	3	1	3	1	3	1	1	3	1
	281	08	OCT	3	1	3	4	1	1	3	1	2	3	1	1	1	1	1	1	4	6	1	1	1	1	1	1	3	1	1	1	8	4	1	1	6	4	2	3	1	1	3	1	8	6	1	1	1	1	1	1	1	3	1	3	1	3	1	1	3	1
	282	09	OCT	3	1	3	4	1	1	3	1	2	3	1	1	1	1	1	1	4	3	1	1	1	1	1	1	3	1	1	1	3	4	1	1	6	4	2	3	1	1	3	1	3	4	1	1	1	1	1	1	1	3	1	3	1	3	1	1	3	1
	283	10	OCT	3	4	3	4	1	1	2	1	2	3	1	1	1	1	1	1	4	3	1	1	1	1	1	1	3	4	1	1	2	5	1	1	6	4	2	3	1	1	3	1	2	5	1	1	1	1	1	1	1	3	1	3	1	3	1	1	5	1
	284	11	OCT	5	1	3	4	1	1	5	1	2	3	1	1	1	1	1	1	4	2	1	1	1	1	1	1	5	4	1	1	6	4	1	1	6	4	2	3	1	1	3	1	3	5	1	1	1	1	1	1	1	3	1	5	1	5	1	1	5	9
	285	12	OCT	5	4	5	4	1	1	5	4	2	3	1	1	1	1	1	1	4	5	1	1	1	1	1	1	5	4	1	1	5	4	1	1	6	9	2	3	1	1	3	1	5	6	1	1	1	1	1	1	1	3	1	5	1	5	1	1	5	8
	286	13	OCT	5	1	5	9	1	1	6	4	2	3	1	1	1	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	6	4	1	1	6	9	2	3	1	1	3	1	6	4	1	1	1	1	1	1	1	3	1	5	1	5	1	1	5	8
	287	14	OCT	5	1	5	9	1	1	6	1	2	3	1	1	1	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	6	4	1	1	6	9	2	3	1	1	3	1	6	4	1	1	1	1	1	1	1	7	1	5	1	5	1	1	5	8
	288	15	OCT	5	1	5	9	1	1	5	9	2	3	1	1	1	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	5	4	1	1	6	9	2	3	1	1	3	1	5	4	1	1	1	1	1	1	1	5	1	5	1	5	1	1	3	8
	289	16	OCT	5	1	3	9	1	1	3	1	2	3	1	1	1	1	1	1	1	5	1	1	1	1	1	1	5	1	1	1	2	3	1	1	6	9	2	3	1	1	3	1	2	1	1	1	1	1	1	1	1	5	1	5	1	5	1	1	3	8
	290	17	OCT	3	9	3	9	1	1	3	9	2	3	1	1	1	1	1	1	6	5	1	1	1	1	1	1	5	1	1	1	5	6	1	1	6	9	2	3	1	1	3	1	3	6	1	1	1	1	1	1	1	7	1	3	1	3	1	1	5	8
	291	18	OCT	3	9	3	9	1	1	3	9	2	3	1	1	1	1	1	1	1	5	1	1	1	1	1	1	5	9	1	1	6	5	1	1	6	9	2	3	1	1	3	1	7	5	1	1	1	1	1	1	1	7	9	3	1	3	1	1	3	2
	292	19	OCT	5	1	3	9	1	1	3	9	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	8	5	1	1	6	9	2	3	1	1	3	1	3	5	1	1	1	1	1	1	1	7	1	3	1	3	1	1	5	2
	293	20	OCT	3	2	5	9	1	1	3	9	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	9	7	1	1	6	9	2	3	1	1	3	1	9	2	1	1	1	1	1	1	1	7	1	7	1	3	1	1	3	9
	294	21	OCT	3	9	3	9	1	1	3	9	2	3	1	1	1	1	1	1	8	2	1	1	1	1	1	1	5	1	1	1	7	5	1	1	6	9	2	3	1	1	3	1	7	5	1	1	1	1	1	1	6	2	6	3	1	3	1	1	5	2
	295	22	OCT	5	9	5	9	1	1	5	9	2	3	1	1	1	1	1	1	8	2	1	1	1	1	1	1	5	9	1	1	1	6	1	1	6	9	2	3	1	1	3	1	4	6	1	1	1	1	1	1	8	2	6	3	9	3	1	1	5	9
	296	23	OCT	5	9	3	9	1	1	5	9	2	3	1	1	1	1	1	1	8	4	1	1	1	1	1	1	5	9	1	1	8	4	1	1	6	9	2	3	1	1	3	1	8	6	1	1	1	1	1	1	5	2	9	4	9	3	1	1	5	9
	297	24	OCT	5	2	3	9	1	1	5	9	2	3	1	1	1	1	1	1	8	3	1	1	1	1	1	1	5	9	1	1	8	3	1	1	6	9	2	3	1	1	3	1	4	5	1	1	1	1	1	1	5	2	9	3	9	3	1	1	5	6
	298	25	OCT	4	9	3	9	1	1	4	9	2	3	1	1	1	1	1	1	5	3	1	1	1	1	1	1	4	9	1	1	2	7	1	1	6	9	2	3	1	1	3	1	3	1	1	1	1	1	1	1	5	2	9	3	9	3	1	1	4	2
	299	26	OCT	3	2	3	9	1	1	3	9	2	3	1	1	1	1	1	1	9	4	1	1	1	1	1	1	3	2	1	1	2	3	1	1	6	9	2	3	1	1	3	1	2	6	1	1	1	1	1	1	9	3	9	3	9	3	1	1	3	2
	300	27	OCT	3	2	3	9	1	1	3	9	2	3	1	1	1	1	1	1	9	4	1	1	1	1	1	1	3	9	1	1	6	9	1	1	6	9	2	3	1	1	3	1	6	5	1	1	1	1	1	1	9	2	9	3	9	3	1	1	3	2
	301	28	OCT	3	2	3	9	1	1	3	6	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	3	2	1	1	3	4	1	1	6	9	2	3	1	1	3	1	3	5	1	1	1	1	1	1	8	6	9	3	9	3	1	1	3	2
	302	29	OCT	3	6	3	9	1	1	3	6	2	3	1	1	1	1	1	1	5	4	1	1	1	1	1	1	3	6	1	1	3	6	1	1	6	9	2	3	1	1	3	1	3	6	1	1	1	1	1	1	9	3	9	3	9	3	1	1	3	2
	303	30	OCT	3	9	3	9	1	1	4	9	2	3	1	1	1	1	1	1	5	1	1	1	1	1	1	1	3	9	1	1	2	5	1	1	6	9	2	3	1	1	3	1	7	5	1	1	1	1	1	1	9	3	9	3	9	3	1	1	3	2
	304	31	OCT	4	9	3	9	1	1	4	9	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	9	1	1	2	9	1	1	6	9	2	3	1	1	3	1	2	5	1	1	1	1	1	1	9	6	9	4	9	4	1	1	4	2
	305	01	NOV	4	8	3	9	1	1	4	7	8	5	1	1	1	1	1	1	5	1	1	1	1	1	1	1	4	9	1	1	2	3	1	1	6	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	9	6	8	4	9	4	1	1	4	2
	306	02	NOV	4	8	3	9	1	1	4	3	8	5	1	1	1	1	1	1	5	1	1	1	1	1	1	1	4	5	1	1	2	3	1	1	6	9	8	5	1	1	3	1	7	3	1	1	1	1	1	1	5	6	8	4	8	4	1	1	4	2
	307	03	NOV	4	8	6	9	1	1	4	3	8	5	1	1	1	1	1	1	5	6	1	1	1	1	1	1	4	8	1	1	9	7	1	1	2	9	8	5	1	1	3	1	9	7	1	1	1	1	1	1	8	6	8	4	8	4	1	1	4	2
	308	04	NOV	4	8	4	9	1	1	4	3	8	5	1	1	1	1	1	1	2	6	1	1	1	1	1	1	6	3	1	1	6	5	1	1	2	9	8	5	1	1	3	1	6	5	1	1	1	1	1	1	2	6	8	6	8	6	1	1	4	7
	309	05	NOV	1	8	3	9	1	1	1	5	8	5	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	3	1	1	5	7	1	1	2	9	8	5	1	1	3	1	5	7	1	1	1	1	1	1	3	4	8	4	8	4	1	1	1	7
	310	06	NOV	5	2	3	9	1	1	1	6	8	5	1	1	1	1	1	1	3	8	1	1	1	1	1	1	4	2	1	1	1	4	1	1	2	9	8	5	1	1	3	1	1	8	1	1	1	1	1	1	3	4	2	4	2	4	1	1	1	7
	311	07	NOV	4	9	3	9	1	1	2	6	8	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	2	1	1	2	9	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	3	4	9	4	9	4	1	1	3	7
	312	08	NOV	4	9	3	9	1	1	2	6	8	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	9	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	3	4	9	4	9	4	1	1	4	6
	313	09	NOV	4	9	3	9	1	1	1	6	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	9	1	1	8	5	1	1	8	9	8	5	1	1	3	1	3	5	1	1	1	1	1	1	3	4	9	4	9	4	1	1	4	6
	314	10	NOV	4	5	3	9	1	1	2	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	5	1	1	2	4	1	1	8	9	8	5	1	1	3	1	3	4	1	1	1	1	1	1	3	4	5	4	9	4	1	1	4	6
	315	11	NOV	3	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	3	4	1	1	1	1	1	1	4	6	1	1	9	5	1	1	8	9	8	5	1	1	3	1	9	5	1	1	1	1	1	1	3	4	5	4	5	4	1	1	4	7
	316	12	NOV	3	2	3	9	1	1	9	5	8	5	1	1	1	1	1	1	2	5	1	1	1	1	1	1	3	2	1	1	1	4	1	1	8	9	8	5	1	1	3	1	9	5	1	1	1	1	1	1	3	7	1	7	1	7	1	1	4	7
	317	13	NOV	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	2	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	6	7	2	7	9	3	1	1	9	7
	318	14	NOV	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	9	1	1	6	5	1	1	8	9	8	5	1	1	3	1	3	5	1	1	1	1	1	1	6	4	9	3	9	3	1	1	6	4
