C	area	id	daily
	VARIABLES	BEGIN	END
	58	1	364

C	daily			OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	211	30	JUL	6	3	4	3	1	1	9	3	7	5	1	1	1	1	1	1	6	12	1	1	1	1	1	1	1	3	1	1	4	3	1	1	8	5	7	5	1	1	1	3	4	3	1	1	1	1	1	1	8	5	10	9	10	9	1	1	8	12
	212	31	JUL	8	3	9	3	1	1	9	3	7	5	1	1	1	1	1	1	8	3	1	1	1	1	1	1	1	3	1	1	7	3	1	1	8	5	7	5	1	1	1	3	7	3	1	1	1	1	1	1	8	3	3	9	10	9	1	1	8	3
	213	01	AUG	8	12	9	10	1	1	8	10	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	6	10	1	1	7	3	1	1	8	5	12	8	1	1	1	3	7	3	1	1	1	1	1	1	6	4	10	8	10	8	1	1	8	12
	214	02	AUG	8	10	9	10	1	1	8	10	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	5	10	1	1	3	10	1	1	8	5	12	8	1	1	1	3	3	10	1	1	1	1	1	1	6	4	10	8	10	8	1	1	8	10
	215	03	AUG	8	12	9	10	1	1	8	10	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	1	10	1	1	3	10	1	1	8	5	12	8	1	1	1	3	3	10	1	1	1	1	1	1	8	12	10	6	10	6	1	1	8	12
	216	04	AUG	8	11	3	10	1	1	8	11	12	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	1	10	1	1	3	5	1	1	8	5	12	8	1	1	1	3	3	9	1	1	1	1	1	1	10	12	10	8	10	8	1	1	8	11
	217	05	AUG	8	11	3	10	1	1	8	11	12	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	1	1	1	1	3	6	1	1	8	5	12	8	1	1	1	3	3	6	1	1	1	1	1	1	10	3	10	8	10	8	1	1	8	9
	218	06	AUG	8	11	3	7	1	1	8	11	12	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	2	7	1	1	4	5	1	1	8	5	12	8	1	1	1	3	4	9	1	1	1	1	1	1	10	3	7	8	7	8	1	1	8	11
	219	07	AUG	8	11	3	10	1	1	8	11	12	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	2	1	1	1	7	10	1	1	8	5	12	8	1	1	1	3	7	10	1	1	1	1	1	1	10	3	7	8	7	8	1	1	8	11
	220	08	AUG	8	12	9	10	1	1	8	11	12	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	3	1	1	1	7	5	1	1	4	5	12	8	1	1	1	3	7	5	1	1	1	1	1	1	10	8	10	8	7	8	1	1	8	11
	221	09	AUG	8	10	3	10	1	1	8	10	12	8	1	1	1	1	1	1	8	11	1	1	1	1	1	1	3	10	1	1	7	5	1	1	4	5	12	8	1	1	1	3	7	5	1	1	1	1	1	1	5	3	10	8	10	8	1	1	8	10
	222	10	AUG	8	7	9	10	1	1	8	10	12	8	1	1	1	1	1	1	8	7	1	1	1	1	1	1	5	10	1	1	11	10	1	1	4	5	12	8	1	1	1	3	11	9	1	1	1	1	1	1	10	9	10	8	10	8	1	1	4	7
	223	11	AUG	8	12	3	1	1	1	8	1	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	2	1	1	1	11	1	1	1	4	5	12	8	1	1	1	3	11	1	1	1	1	1	1	1	5	3	5	8	5	8	1	1	10	11
	224	12	AUG	8	12	10	12	1	1	8	1	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	2	12	1	1	5	6	1	1	4	5	12	8	1	1	1	3	5	6	1	1	1	1	1	1	5	3	5	8	5	8	1	1	4	2
	225	13	AUG	8	1	10	1	1	1	7	1	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	2	1	1	1	2	8	1	1	4	5	12	8	1	1	1	3	2	8	1	1	1	1	1	1	5	2	1	8	12	8	1	1	4	2
	226	14	AUG	11	1	10	1	1	1	11	1	12	8	1	1	1	1	1	1	11	6	1	1	1	1	1	1	2	1	1	1	2	8	1	1	4	5	12	8	1	1	1	3	2	8	1	1	1	1	1	1	5	2	1	2	12	2	1	1	5	1
	227	15	AUG	11	1	10	4	1	1	11	1	12	8	1	1	1	1	1	1	3	7	1	1	1	1	1	1	8	3	1	1	11	8	1	1	4	5	12	8	1	1	1	3	11	8	1	1	1	1	1	1	5	2	12	2	12	2	1	1	8	1
	228	16	AUG	8	4	10	4	1	1	11	1	12	8	1	1	1	1	1	1	3	7	1	1	1	1	1	1	8	4	1	1	11	6	1	1	4	5	12	8	1	1	1	3	11	9	1	1	1	1	1	1	12	2	4	2	4	2	1	1	8	4
	229	17	AUG	8	4	5	4	1	1	11	4	12	8	1	1	1	1	1	1	8	7	1	1	1	1	1	1	5	4	1	1	12	5	1	1	4	5	12	8	1	1	1	3	12	3	1	1	1	1	1	1	12	1	12	11	4	2	1	1	8	7
	230	18	AUG	8	4	10	4	1	1	12	9	12	8	1	1	1	1	1	1	8	7	1	1	1	1	1	1	1	4	1	1	1	8	1	1	4	5	12	8	1	1	1	3	1	8	1	1	1	1	1	1	8	1	12	1	4	1	1	1	6	10
	231	19	AUG	8	4	10	4	1	1	3	9	12	8	1	1	1	1	1	1	8	9	1	1	1	1	1	1	1	4	1	1	1	2	1	1	4	5	12	8	1	1	1	3	1	2	1	1	1	1	1	1	8	1	4	1	4	1	1	1	3	10
	232	20	AUG	5	11	10	4	1	1	5	4	12	8	1	1	1	1	1	1	5	11	1	1	1	1	1	1	1	11	1	1	3	4	1	1	4	5	12	8	1	1	1	3	3	4	1	1	1	1	1	1	3	1	4	1	4	1	1	1	2	10
	233	21	AUG	5	4	5	4	1	1	5	1	12	8	1	1	1	1	1	1	5	10	1	1	1	1	1	1	1	2	1	1	11	1	1	1	4	5	12	8	1	1	1	3	11	3	1	1	1	1	1	1	8	1	4	5	4	5	1	1	6	10
	234	22	AUG	8	2	5	2	1	1	7	3	12	8	1	1	1	1	1	1	2	12	1	1	1	1	1	1	5	2	1	1	7	8	1	1	4	5	12	8	1	1	1	3	7	8	1	1	1	1	1	1	8	1	9	6	2	5	1	1	8	9
	235	23	AUG	8	2	5	2	1	1	7	2	12	8	1	1	1	1	1	1	2	12	1	1	1	1	1	1	5	2	1	1	7	8	1	1	4	5	12	8	1	1	1	3	7	8	1	1	1	1	1	1	8	1	2	6	2	6	1	1	8	2
	236	24	AUG	8	2	5	2	1	1	7	2	12	8	1	1	1	1	1	1	8	12	1	1	1	1	1	1	1	2	1	1	7	8	1	1	4	5	12	8	1	1	1	3	7	8	1	1	1	1	1	1	8	6	2	6	2	6	1	1	8	2
	237	25	AUG	5	2	5	2	1	1	4	2	12	8	1	1	1	1	1	1	5	3	1	1	1	1	1	1	1	2	1	1	12	8	1	1	4	5	12	8	1	1	1	3	12	8	1	1	1	1	1	1	5	12	2	6	2	6	1	1	8	2
	238	26	AUG	5	2	10	2	1	1	5	2	12	8	1	1	1	1	1	1	5	2	1	1	1	1	1	1	1	2	1	1	4	2	1	1	4	5	12	8	1	1	1	3	4	2	1	1	1	1	1	1	8	12	2	12	2	12	1	1	8	12
	239	27	AUG	5	12	5	2	1	1	5	12	12	8	1	1	1	1	1	1	5	12	1	1	1	1	1	1	5	11	1	1	5	8	1	1	4	5	12	8	1	1	1	3	5	8	1	1	1	1	1	1	8	12	11	10	11	10	1	1	8	12
	240	28	AUG	5	12	5	6	1	1	5	12	12	8	1	1	1	1	1	1	5	10	1	1	1	1	1	1	5	11	1	1	7	6	1	1	4	5	12	8	1	1	1	3	7	8	1	1	1	1	1	1	5	12	11	3	11	3	1	1	5	12
	241	29	AUG	5	12	4	7	1	1	5	12	12	8	1	1	1	1	1	1	5	10	1	1	1	1	1	1	10	12	1	1	7	8	1	1	4	5	12	8	1	1	1	3	7	8	1	1	1	1	1	1	5	12	11	3	11	3	1	1	5	12
	242	30	AUG	5	12	4	7	1	1	3	10	12	8	1	1	1	1	1	1	3	10	1	1	1	1	1	1	4	11	1	1	12	10	1	1	4	5	12	8	1	1	1	3	12	8	1	1	1	1	1	1	5	2	11	3	11	3	1	1	5	11
	243	31	AUG	8	12	4	7	1	1	3	10	12	8	1	1	1	1	1	1	3	10	1	1	1	1	1	1	4	11	1	1	7	8	1	1	4	5	12	8	1	1	1	3	7	8	1	1	1	1	1	1	5	10	11	10	11	10	1	1	8	11
	244	01	SEP	9	12	4	12	1	1	4	12	12	5	1	1	1	1	1	1	3	10	1	1	1	1	1	1	4	12	1	1	4	8	1	1	4	5	12	5	1	1	1	3	11	8	1	1	1	1	1	1	5	10	11	10	11	10	1	1	3	12
	245	02	SEP	9	6	4	12	1	1	9	6	12	5	1	1	1	1	1	1	3	6	1	1	1	1	1	1	4	3	1	1	8	1	1	1	4	5	12	5	1	1	1	3	8	1	1	1	1	1	1	1	5	10	5	8	5	8	1	1	7	10
	246	03	SEP	8	12	10	5	1	1	7	6	12	5	1	1	1	1	1	1	3	10	1	1	1	1	1	1	8	12	1	1	4	6	1	1	4	5	12	5	1	1	1	3	4	6	1	1	1	1	1	1	5	10	12	10	11	10	1	1	7	12
	247	04	SEP	8	11	10	6	1	1	7	5	12	5	1	1	1	1	1	1	5	10	1	1	1	1	1	1	10	5	1	1	7	12	1	1	4	5	12	5	1	1	1	3	7	10	1	1	1	1	1	1	5	10	11	10	11	10	1	1	8	12
	248	05	SEP	8	5	10	7	1	1	8	5	12	5	1	1	1	1	1	1	5	10	1	1	1	1	1	1	10	5	1	1	7	10	1	1	4	5	12	5	1	1	1	3	7	10	1	1	1	1	1	1	5	10	5	8	5	8	1	1	8	5
	249	06	SEP	8	5	10	7	1	1	8	5	12	5	1	1	1	1	1	1	5	10	1	1	1	1	1	1	10	5	1	1	9	10	1	1	4	5	12	5	1	1	1	3	12	10	1	1	1	1	1	1	7	10	5	8	11	8	1	1	8	5
	250	07	SEP	8	5	10	7	1	1	9	5	12	5	1	1	1	1	1	1	8	1	1	1	1	1	1	1	10	5	1	1	9	8	1	1	4	5	12	5	1	1	1	3	1	8	1	1	1	1	1	1	7	10	11	10	11	10	1	1	8	5
	251	08	SEP	10	2	10	5	1	1	10	5	12	5	1	1	1	1	1	1	7	2	1	1	1	1	1	1	10	7	1	1	10	5	1	1	4	5	12	5	1	1	1	3	10	8	1	1	1	1	1	1	12	1	12	10	12	10	1	1	8	2
	252	09	SEP	10	2	10	5	1	1	11	5	12	5	1	1	1	1	1	1	4	2	1	1	1	1	1	1	9	12	1	1	11	8	1	1	4	5	12	5	1	1	1	3	11	8	1	1	1	1	1	1	12	1	12	10	12	10	1	1	8	2
	253	10	SEP	11	12	11	12	1	1	11	12	12	5	1	1	1	1	1	1	11	9	1	1	1	1	1	1	11	12	1	1	11	8	1	1	4	5	12	5	1	1	1	3	11	8	1	1	1	1	1	1	12	1	12	10	12	10	1	1	10	12
	254	11	SEP	11	7	11	7	1	1	11	5	12	5	1	1	1	1	1	1	8	2	1	1	1	1	1	1	11	7	1	1	11	8	1	1	4	5	12	5	1	1	1	3	11	8	1	1	1	1	1	1	12	2	12	10	7	10	1	1	10	12
	255	12	SEP	11	7	11	7	1	1	11	7	12	5	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	7	1	1	11	5	1	1	8	5	12	5	1	1	1	3	11	8	1	1	1	1	1	1	12	2	7	10	7	10	1	1	10	7
	256	13	SEP	10	7	11	7	1	1	10	7	12	5	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	7	1	1	11	5	1	1	8	5	12	5	1	1	1	3	11	9	1	1	1	1	1	1	12	1	7	10	7	10	1	1	10	7
	257	14	SEP	10	7	10	9	1	1	10	7	12	5	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	7	1	1	5	6	1	1	8	5	12	5	1	1	1	3	5	6	1	1	1	1	1	1	12	1	7	10	7	10	1	1	10	7
	258	15	SEP	10	7	3	7	1	1	10	8	12	5	1	1	1	1	1	1	12	9	1	1	1	1	1	1	10	12	1	1	4	8	1	1	8	5	12	5	1	1	1	3	4	8	1	1	1	1	1	1	12	1	12	10	12	10	1	1	10	7
	259	16	SEP	10	7	1	8	1	1	10	8	12	5	1	1	1	1	1	1	10	1	1	1	1	1	1	1	10	12	1	1	2	8	1	1	8	5	12	5	1	1	1	3	2	8	1	1	1	1	1	1	7	1	7	1	7	1	1	1	10	7
	260	17	SEP	4	9	4	12	1	1	4	9	12	5	1	1	1	1	1	1	10	1	1	1	1	1	1	1	4	12	1	1	4	8	1	1	8	5	12	5	1	1	1	3	4	8	1	1	1	1	1	1	10	1	9	1	9	4	1	1	10	9
	261	18	SEP	4	9	4	9	1	1	4	9	12	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	12	1	1	11	10	1	1	8	5	12	5	1	1	1	3	11	10	1	1	1	1	1	1	5	1	9	3	9	4	1	1	8	9
	262	19	SEP	8	11	3	7	1	1	1	11	12	5	1	1	1	1	1	1	2	3	1	1	1	1	1	1	3	2	1	1	3	8	1	1	8	5	12	5	1	1	1	2	3	8	1	1	1	1	1	1	5	3	7	3	7	3	1	1	8	11
	263	20	SEP	4	11	1	9	1	1	4	11	12	5	1	1	1	1	1	1	2	3	1	1	1	1	1	1	4	2	1	1	12	8	1	1	8	5	12	5	1	1	1	2	12	8	1	1	1	1	1	1	5	1	2	1	7	3	1	1	4	11
	264	21	SEP	4	7	4	7	1	1	4	7	12	5	1	1	1	1	1	1	2	3	1	1	1	1	1	1	4	7	1	1	7	6	1	1	8	5	12	5	1	1	1	2	7	3	1	1	1	1	1	1	10	1	7	4	7	4	1	1	4	7
	265	22	SEP	4	6	4	7	1	1	4	6	12	5	1	1	1	1	1	1	2	6	1	1	1	1	1	1	4	2	1	1	4	10	1	1	8	5	12	5	1	1	1	2	5	10	1	1	1	1	1	1	10	12	5	4	5	4	1	1	10	6
	266	23	SEP	10	9	3	12	1	1	10	9	12	5	1	1	1	1	1	1	10	6	1	1	1	1	1	1	3	7	1	1	10	8	1	1	8	5	12	5	1	1	1	2	11	8	1	1	1	1	1	1	5	12	9	2	9	2	1	1	10	9
	267	24	SEP	10	1	8	7	1	1	10	1	12	5	1	1	1	1	1	1	10	9	1	1	1	1	1	1	8	7	1	1	12	8	1	1	8	5	12	5	1	1	1	2	12	8	1	1	1	1	1	1	9	11	9	2	9	8	1	1	10	11
	268	25	SEP	8	1	8	7	1	1	10	5	12	5	1	1	1	1	1	1	2	9	1	1	1	1	1	1	8	3	1	1	2	5	1	1	8	5	12	5	1	1	1	2	12	5	1	1	1	1	1	1	9	12	9	8	9	8	1	1	10	3
	269	26	SEP	8	1	8	7	1	1	10	1	12	5	1	1	1	1	1	1	3	8	1	1	1	1	1	1	8	7	1	1	11	9	1	1	8	5	12	5	1	1	1	2	11	9	1	1	1	1	1	1	9	12	9	8	9	8	1	1	8	1
	270	27	SEP	8	12	8	7	1	1	8	1	12	5	1	1	1	1	1	1	3	5	1	1	1	1	1	1	8	2	1	1	7	8	1	1	8	5	12	5	1	1	1	2	7	8	1	1	1	1	1	1	9	8	9	8	9	8	1	1	8	1
	271	28	SEP	8	11	8	7	1	1	8	1	12	5	1	1	1	1	1	1	3	1	1	1	1	1	1	1	8	2	1	1	11	8	1	1	8	5	12	5	1	1	1	2	11	8	1	1	1	1	1	1	9	1	9	8	9	8	1	1	8	11
	272	29	SEP	5	7	5	7	1	1	5	7	12	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	5	3	1	1	5	10	1	1	8	5	12	5	1	1	1	2	5	10	1	1	1	1	1	1	9	1	9	5	9	8	1	1	5	2
	273	30	SEP	8	6	5	7	1	1	5	6	12	5	1	1	1	1	1	1	3	6	1	1	1	1	1	1	5	3	1	1	5	6	1	1	8	5	12	5	1	1	1	2	5	6	1	1	1	1	1	1	3	1	3	8	3	8	1	1	8	3
	274	01	OCT	8	7	5	7	1	1	5	6	2	6	1	1	1	1	1	1	3	10	1	1	1	1	1	1	5	3	1	1	5	6	1	1	8	5	2	6	1	1	1	2	5	6	1	1	1	1	1	1	3	10	3	10	3	10	1	1	8	7
	275	02	OCT	5	7	10	7	1	1	5	6	2	6	1	1	1	1	1	1	2	10	1	1	1	1	1	1	10	2	1	1	9	3	1	1	8	5	2	6	1	1	1	2	12	3	1	1	1	1	1	1	3	10	2	10	2	10	1	1	5	7
	276	03	OCT	5	7	3	9	1	1	5	6	2	6	1	1	1	1	1	1	2	10	1	1	1	1	1	1	10	2	1	1	12	8	1	1	8	5	2	6	1	1	1	2	12	8	1	1	1	1	1	1	2	10	2	10	2	10	1	1	9	7
	277	04	OCT	8	7	8	7	1	1	8	7	2	6	1	1	1	1	1	1	2	10	1	1	1	1	1	1	10	2	1	1	7	8	1	1	8	5	2	6	1	1	1	2	7	8	1	1	1	1	1	1	2	10	2	10	2	10	1	1	8	7
	278	05	OCT	8	7	1	7	1	1	3	4	2	6	1	1	1	1	1	1	2	10	1	1	1	1	1	1	8	2	1	1	11	6	1	1	8	5	2	6	1	1	1	2	11	8	1	1	1	1	1	1	3	10	12	10	12	10	1	1	8	7
	279	06	OCT	8	4	3	7	1	1	8	4	2	6	1	1	1	1	1	1	5	1	1	1	1	1	1	1	9	4	1	1	12	10	1	1	8	5	2	6	1	1	1	2	12	10	1	1	1	1	1	1	2	11	5	9	2	9	1	1	8	7
	280	07	OCT	8	4	8	7	1	1	8	4	2	6	1	1	1	1	1	1	5	1	1	1	1	1	1	1	8	5	1	1	3	4	1	1	8	5	2	6	1	1	1	2	12	4	1	1	1	1	1	1	5	4	7	9	7	9	1	1	8	7
	281	08	OCT	8	4	8	7	1	1	12	4	2	6	1	1	1	1	1	1	5	1	1	1	1	1	1	1	8	5	1	1	12	4	1	1	8	5	2	6	1	1	1	2	12	4	1	1	1	1	1	1	5	6	5	8	4	8	1	1	8	7
	282	09	OCT	8	4	8	9	1	1	8	4	2	6	1	1	1	1	1	1	5	3	1	1	1	1	1	1	8	4	1	1	7	10	1	1	8	5	2	6	1	1	1	2	7	10	1	1	1	1	1	1	5	10	4	8	4	8	1	1	8	4
	283	10	OCT	8	4	8	9	1	1	8	4	2	6	1	1	1	1	1	1	5	3	1	1	1	1	1	1	8	5	1	1	6	2	1	1	8	5	2	6	1	1	1	2	6	2	1	1	1	1	1	1	5	10	4	8	4	8	1	1	8	4
	284	11	OCT	8	2	8	4	1	1	8	4	2	6	1	1	1	1	1	1	5	1	1	1	1	1	1	1	8	5	1	1	11	1	1	1	8	5	2	6	1	1	1	2	11	3	1	1	1	1	1	1	2	6	2	8	2	8	1	1	8	10
	285	12	OCT	8	2	8	9	1	1	8	10	2	6	1	1	1	1	1	1	5	3	1	1	1	1	1	1	8	2	1	1	11	10	1	1	8	5	2	6	1	1	1	2	11	10	1	1	1	1	1	1	8	3	2	8	2	8	1	1	8	10
	286	13	OCT	8	2	8	9	1	1	8	10	2	6	1	1	1	1	1	1	8	6	1	1	1	1	1	1	8	2	1	1	7	10	1	1	8	5	2	6	1	1	1	2	7	10	1	1	1	1	1	1	2	6	2	8	2	8	1	1	8	10
	287	14	OCT	8	10	8	7	1	1	8	10	2	6	1	1	1	1	1	1	8	9	1	1	1	1	1	1	8	10	1	1	11	5	1	1	8	5	2	6	1	1	1	2	11	5	1	1	1	1	1	1	8	3	2	8	2	8	1	1	8	2
	288	15	OCT	6	10	6	9	1	1	8	10	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	6	5	1	1	6	5	1	1	6	5	6	8	1	1	6	2	6	4	1	1	1	1	1	1	2	3	6	8	6	8	1	1	6	10
	289	16	OCT	6	2	6	9	1	1	8	5	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	2	1	1	6	10	1	1	6	5	6	8	1	1	6	2	6	10	1	1	1	1	1	1	8	3	6	9	6	9	1	1	6	10
	290	17	OCT	6	11	6	9	1	1	12	10	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	10	1	1	6	2	1	1	6	5	6	8	1	1	6	2	6	2	1	1	1	1	1	1	8	3	6	9	6	9	1	1	6	2
	291	18	OCT	6	2	6	2	1	1	12	10	2	8	1	1	1	1	1	1	6	9	1	1	1	1	1	1	6	2	1	1	6	8	1	1	6	5	6	8	1	1	6	2	6	8	1	1	1	1	1	1	8	11	6	9	6	9	1	1	6	11
	292	19	OCT	6	3	6	7	1	1	8	3	2	8	1	1	1	1	1	1	6	9	1	1	1	1	1	1	6	3	1	1	6	1	1	1	6	7	6	8	1	1	6	2	6	1	1	1	1	1	1	1	6	11	6	9	6	9	1	1	6	3
	293	20	OCT	6	3	6	7	1	1	8	3	2	8	1	1	1	1	1	1	6	11	1	1	1	1	1	1	6	3	1	1	6	10	1	1	6	7	6	8	1	1	6	2	6	10	1	1	1	1	1	1	8	11	6	9	6	9	1	1	6	11
	294	21	OCT	6	3	6	7	1	1	8	3	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	3	1	1	6	10	1	1	6	7	6	8	1	1	6	2	6	10	1	1	1	1	1	1	5	7	6	9	6	9	1	1	6	3
	295	22	OCT	6	3	6	7	1	1	8	1	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	3	1	1	6	10	1	1	6	7	6	8	1	1	6	2	6	10	1	1	1	1	1	1	5	7	6	9	6	9	1	1	6	3
	296	23	OCT	6	2	6	7	1	1	8	3	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	2	1	1	6	3	1	1	6	7	6	8	1	1	6	2	6	3	1	1	1	1	1	1	5	4	6	9	6	8	1	1	6	3
	297	24	OCT	6	11	6	2	1	1	8	2	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	3	1	1	6	2	1	1	6	7	6	8	1	1	6	2	6	2	1	1	1	1	1	1	5	9	6	9	6	8	1	1	6	7
	298	25	OCT	6	2	6	2	1	1	8	2	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	2	1	1	6	5	1	1	6	7	6	8	1	1	6	2	6	8	1	1	1	1	1	1	3	4	6	4	6	8	1	1	6	2
	299	26	OCT	6	3	6	9	1	1	8	9	2	8	1	1	1	1	1	1	6	12	1	1	1	1	1	1	6	3	1	1	6	9	1	1	6	7	6	8	1	1	6	2	6	9	1	1	1	1	1	1	5	12	6	12	6	8	1	1	6	9
	300	27	OCT	6	11	6	9	1	1	8	7	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	11	1	1	6	8	1	1	6	7	6	8	1	1	6	2	6	8	1	1	1	1	1	1	5	12	6	8	6	8	1	1	6	7
	301	28	OCT	6	11	6	9	1	1	12	7	2	8	1	1	1	1	1	1	6	7	1	1	1	1	1	1	6	11	1	1	6	1	1	1	6	7	6	8	1	1	6	2	6	10	1	1	1	1	1	1	11	6	6	12	6	12	1	1	6	2
	302	29	OCT	12	11	12	9	1	1	12	7	2	6	1	1	1	1	1	1	9	6	1	1	1	1	1	1	12	11	1	1	11	10	1	1	8	6	2	6	1	1	1	2	11	10	1	1	1	1	1	1	11	6	11	12	11	12	1	1	12	7
	303	30	OCT	8	11	3	9	1	1	12	9	2	6	1	1	1	1	1	1	9	6	1	1	1	1	1	1	8	11	1	1	4	5	1	1	8	6	2	6	1	1	1	2	4	8	1	1	1	1	1	1	11	6	11	6	11	6	1	1	12	7
	304	31	OCT	5	11	3	11	1	1	1	10	2	6	1	1	1	1	1	1	9	6	1	1	1	1	1	11	5	11	1	1	6	11	1	1	8	6	2	6	1	1	1	2	6	10	1	1	1	1	1	1	11	6	11	6	11	6	1	1	8	10
	305	01	NOV	8	11	3	11	1	1	8	11	2	8	1	1	1	1	1	1	2	7	1	1	1	1	1	11	8	11	1	1	12	10	1	1	8	6	2	8	1	1	1	2	12	10	1	1	1	1	1	1	11	6	11	6	11	6	1	1	8	7
	306	02	NOV	8	11	3	9	1	1	4	11	2	8	1	1	1	1	1	1	9	5	1	1	1	1	1	1	8	11	1	1	11	8	1	1	8	6	2	8	1	1	5	2	11	8	1	1	1	1	1	1	11	7	11	6	11	6	1	1	8	7
	307	03	NOV	8	11	8	9	1	1	8	9	2	8	1	1	1	1	1	1	9	3	1	1	1	1	1	1	8	11	1	1	11	9	1	1	8	6	2	8	1	1	5	2	11	9	1	1	1	1	1	1	11	7	11	8	11	8	1	1	8	7
	308	04	NOV	8	9	8	9	1	1	8	9	2	8	1	1	1	1	1	1	9	3	1	1	1	1	1	1	8	9	1	1	11	2	1	1	8	6	2	8	1	1	5	2	11	2	1	1	1	1	1	1	11	7	9	3	11	8	1	1	8	7
	309	05	NOV	8	9	3	9	1	1	3	9	2	8	1	1	1	1	1	1	9	3	1	1	1	1	1	1	5	9	1	1	6	10	1	1	8	6	2	8	1	1	5	2	6	10	1	1	1	1	1	1	11	7	9	3	9	3	1	1	8	7
	310	06	NOV	8	9	3	9	1	1	5	9	2	8	1	1	1	1	1	1	1	5	1	1	1	1	1	1	8	9	1	1	1	8	1	1	8	6	2	8	1	1	1	2	1	8	1	1	1	1	1	1	1	7	9	7	9	7	1	1	5	7
	311	07	NOV	1	9	3	9	1	1	1	9	2	8	1	1	1	1	1	1	12	7	1	1	1	1	1	1	4	9	1	1	1	8	1	1	8	6	2	8	1	1	1	2	1	8	1	1	1	1	1	1	5	7	9	4	9	3	1	1	5	7
	312	08	NOV	4	11	3	9	1	1	4	9	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	4	11	1	1	8	9	1	1	8	6	2	8	1	1	1	2	7	9	1	1	1	1	1	1	6	7	9	4	9	3	1	1	6	7
	313	09	NOV	1	9	3	9	1	1	4	9	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	1	9	1	1	12	5	1	1	8	6	2	8	1	1	5	2	12	10	1	1	1	1	1	1	4	7	9	8	9	8	1	1	8	2
	314	10	NOV	4	9	3	9	1	1	4	9	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	4	6	1	1	9	6	1	1	8	6	2	8	1	1	5	2	9	6	1	1	1	1	1	1	6	2	6	2	9	2	1	1	8	2
	315	11	NOV	8	9	3	9	1	1	4	9	2	8	1	1	1	1	1	1	6	3	1	1	1	1	1	1	3	9	1	1	4	8	1	1	8	6	2	8	1	1	1	2	4	8	1	1	1	1	1	1	4	2	5	7	5	7	1	1	8	2
	316	12	NOV	6	1	3	9	1	1	6	9	2	8	1	1	1	1	1	1	1	3	1	1	1	1	1	1	4	1	1	1	2	10	1	1	8	6	2	8	1	1	1	2	1	10	1	1	1	1	1	1	1	7	1	10	1	7	1	1	8	9
	317	13	NOV	5	9	3	9	1	1	4	9	2	8	1	1	1	1	1	1	1	3	1	1	1	1	1	1	5	1	1	1	3	8	1	1	8	6	2	8	1	1	1	2	3	8	1	1	1	1	1	1	1	7	1	7	1	8	1	1	10	9
	318	14	NOV	5	11	8	1	1	1	5	9	2	8	1	1	1	1	1	1	1	9	1	1	1	1	2	1	5	1	1	1	7	1	1	1	8	6	2	8	1	1	5	2	7	3	1	1	1	1	1	1	3	9	1	5	1	8	1	1	3	9
