C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
	3151	12	MAY	06:00	3	11	3	11	1	1	5	11	11	10	1	1	1	1	1	1	3	11	1	1	1	1	1	1	1	11	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3152	12	MAY	07:00	3	11	3	11	1	1	5	7	11	10	1	1	1	1	1	1	3	11	1	1	1	1	1	1	1	11	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3153	12	MAY	08:00	3	11	3	11	1	1	5	7	11	10	1	1	1	1	1	1	3	11	1	1	1	1	1	1	1	11	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3154	12	MAY	09:00	3	2	3	11	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	11	1	1	3	12	3	10	1	1	3	1	1	11	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3155	12	MAY	10:00	3	11	3	11	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	11	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3156	12	MAY	11:00	3	11	3	2	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	11	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3157	12	MAY	12:00	3	11	3	9	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	11	1	1	2	1	1	1	3	12	3	10	1	1	3	1	2	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3158	12	MAY	13:00	3	11	3	9	1	1	5	12	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	3	11	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3159	12	MAY	14:00	3	11	3	2	1	1	5	12	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	1	9	1	1	3	12	3	10	1	1	3	1	1	9	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3160	12	MAY	15:00	3	11	3	9	1	1	5	7	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	2	9	1	1	3	12	3	10	1	1	3	1	2	9	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3161	12	MAY	16:00	3	11	3	9	1	1	6	2	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	1	2	1	1	3	12	3	10	1	1	3	1	1	2	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	11
	3162	12	MAY	17:00	3	12	3	9	1	1	5	7	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	10	1	1	3	2	1	1	3	12	3	10	1	1	3	1	3	2	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3163	12	MAY	18:00	3	9	3	9	1	1	6	7	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	9	1	1	1	2	1	1	3	12	3	10	1	1	3	1	1	2	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	9
	3164	12	MAY	19:00	3	2	3	9	1	1	5	2	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	1	10	1	1	3	12	3	10	1	1	3	1	1	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3165	12	MAY	20:00	3	2	3	9	1	1	5	2	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	2	10	1	1	3	12	3	10	1	1	3	1	2	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3166	12	MAY	21:00	3	11	3	9	1	1	5	3	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	3	2	1	1	3	12	3	10	1	1	3	1	3	2	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	11
	3167	12	MAY	22:00	3	2	3	9	1	1	5	3	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	3	11	1	1	1	10	1	1	3	12	3	10	1	1	3	1	1	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3168	12	MAY	23:00	3	11	3	9	1	1	5	3	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	2	11	1	1	3	1	1	1	3	12	3	10	1	1	3	1	3	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	11
	3169	13	MAY	00:00	3	2	3	2	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	11	1	1	3	12	3	10	1	1	3	1	1	11	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3170	13	MAY	01:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3171	13	MAY	02:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3172	13	MAY	03:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3173	13	MAY	04:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3174	13	MAY	05:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3175	13	MAY	06:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3176	13	MAY	07:00	3	2	3	6	1	1	5	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3177	13	MAY	08:00	3	2	3	6	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3178	13	MAY	09:00	3	2	3	6	1	1	5	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3179	13	MAY	10:00	3	2	3	6	1	1	11	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3180	13	MAY	11:00	3	2	3	6	1	1	1	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3181	13	MAY	12:00	3	2	3	6	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3182	13	MAY	13:00	3	2	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	1	1	1	1	3	12	3	10	1	1	3	1	1	1	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3183	13	MAY	14:00	3	9	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	1	10	1	1	3	12	3	10	1	1	3	1	1	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3184	13	MAY	15:00	3	2	3	2	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	9	1	1	3	12	3	10	1	1	3	1	1	9	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3185	13	MAY	16:00	3	2	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	11	1	1	1	9	1	1	3	12	3	10	1	1	3	1	1	9	1	1	1	1	1	1	6	2	3	10	3	2	1	1	3	2
	3186	13	MAY	17:00	3	9	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	3	2	1	1	3	12	3	10	1	1	3	1	3	2	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3187	13	MAY	18:00	3	9	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	2	5	1	1	3	12	3	10	1	1	3	1	2	5	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	2
	3188	13	MAY	19:00	3	9	3	9	1	1	1	9	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	3	10	1	1	3	12	3	10	1	1	3	1	3	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	9
	3189	13	MAY	20:00	3	9	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	3	10	1	1	3	12	3	10	1	1	3	1	3	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3190	13	MAY	21:00	3	9	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	1	10	1	1	3	12	3	10	1	1	3	1	1	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	9
	3191	13	MAY	22:00	3	4	3	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	11	1	1	1	10	1	1	3	12	3	10	1	1	3	1	1	10	1	1	1	1	1	1	6	2	3	2	3	2	1	1	3	4
	3192	13	MAY	23:00	3	9	3	9	1	1	1	2	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	9	1	1	1	2	1	1	3	12	3	10	1	1	3	1	1	2	1	1	1	1	1	1	6	2	3	2	3	1	1	1	3	9
	3193	14	MAY	00:00	1	9	8	9	1	1	1	3	11	10	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	5	7	6	7	6	7	1	1	10	4
	3194	14	MAY	01:00	1	3	8	9	1	1	1	3	11	10	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	1	1	2	1	1	8	12	11	10	1	1	1	8	1	2	1	1	1	1	1	1	5	7	6	7	6	7	1	1	10	3
	3195	14	MAY	02:00	8	2	4	2	1	1	1	3	11	10	1	1	1	1	1	1	8	4	1	1	1	1	1	1	1	2	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	5	7	6	8	5	7	1	1	10	2
	3196	14	MAY	03:00	1	2	10	2	1	1	1	3	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	5	7	5	7	5	7	1	1	3	4
	3197	14	MAY	04:00	1	2	10	3	1	1	1	2	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	5	7	5	7	5	7	1	1	3	4
	3198	14	MAY	05:00	8	2	10	3	1	1	1	2	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	1	1	1	1	8	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	5	7	5	8	5	7	1	1	3	4
	3199	14	MAY	06:00	1	2	10	3	1	1	1	2	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	5	7	5	7	5	7	1	1	3	4
	3200	14	MAY	07:00	8	2	10	3	1	1	1	3	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	1	1	1	1	8	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	5	7	5	8	5	7	1	1	3	4
	3201	14	MAY	08:00	8	3	10	3	1	1	8	3	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	8	12	11	10	1	1	1	8	1	1	1	1	1	1	1	1	5	7	5	8	5	8	1	1	10	4
	3202	14	MAY	09:00	8	3	10	3	1	1	8	2	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	8	12	11	10	1	1	1	8	1	1	1	1	1	1	1	1	5	7	5	7	5	7	1	1	10	4
	3203	14	MAY	10:00	8	3	10	3	1	1	8	2	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	8	12	11	10	1	1	1	8	1	1	1	1	1	1	1	1	5	7	5	7	5	7	1	1	10	4
	3204	14	MAY	11:00	8	2	10	2	1	1	8	3	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	5	7	5	7	5	7	1	1	3	4
	3205	14	MAY	12:00	8	3	10	9	1	1	1	2	11	10	1	1	1	1	1	1	8	4	1	1	1	1	1	1	1	3	1	1	1	2	1	1	8	12	11	10	1	1	1	8	1	2	1	1	1	1	1	1	5	7	5	7	5	7	1	1	10	3
	3206	14	MAY	13:00	8	3	10	4	1	1	8	3	11	10	1	1	1	1	1	1	8	4	1	1	1	1	1	1	1	3	1	1	1	2	1	1	8	12	11	10	1	1	1	8	1	2	1	1	1	1	1	1	5	7	5	7	5	7	1	1	10	3
	3207	14	MAY	14:00	8	5	8	10	1	1	8	3	11	10	1	1	1	1	1	1	8	4	1	1	1	1	1	1	1	5	1	1	5	3	1	1	8	12	11	10	1	1	1	8	5	3	1	1	1	1	1	1	5	7	5	8	5	8	1	1	10	3
	3208	14	MAY	15:00	10	2	8	9	1	1	8	3	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	2	1	1	2	5	1	1	8	12	11	10	1	1	1	8	2	5	1	1	1	1	1	1	5	7	6	8	6	8	1	1	10	2
	3209	14	MAY	16:00	10	2	8	9	1	1	8	3	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	9	1	1	2	5	1	1	8	12	11	10	1	1	1	8	2	5	1	1	1	1	1	1	5	7	6	8	6	8	1	1	10	2
	3210	14	MAY	17:00	10	2	8	9	1	1	8	9	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	8	2	1	1	2	5	1	1	8	12	11	10	1	1	1	8	2	5	1	1	1	1	1	1	5	7	6	8	6	8	1	1	10	2
	3211	14	MAY	18:00	10	3	8	9	1	1	8	9	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	6	3	1	1	2	10	1	1	8	12	11	10	1	1	1	8	2	10	1	1	1	1	1	1	5	7	5	8	6	8	1	1	10	3
	3212	14	MAY	19:00	10	3	8	9	1	1	8	3	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	8	3	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	5	7	9	8	6	8	1	1	10	3
	3213	14	MAY	20:00	10	3	8	9	1	1	8	9	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	8	3	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	5	7	9	8	6	8	1	1	10	3
	3214	14	MAY	21:00	10	3	8	9	1	1	8	9	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	6	3	1	1	1	2	1	1	8	12	11	10	1	1	1	8	1	2	1	1	1	1	1	1	5	7	5	7	6	8	1	1	10	3
	3215	14	MAY	22:00	10	9	8	9	1	1	8	9	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	9	1	1	2	3	1	1	8	12	11	10	1	1	1	8	2	3	1	1	1	1	1	1	5	7	5	7	6	8	1	1	10	3
	3216	14	MAY	23:00	1	3	8	9	1	1	8	9	11	10	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	3	1	1	2	5	1	1	8	12	11	10	1	1	1	8	2	5	1	1	1	1	1	1	5	7	9	8	6	8	1	1	1	3
	3217	15	MAY	00:00	10	3	8	9	1	1	1	9	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	5	3	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	6	2	6	8	6	8	1	1	10	3
	3218	15	MAY	01:00	10	4	8	9	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	4	9	1	1	8	12	11	10	1	1	1	8	4	9	1	1	1	1	1	1	6	2	5	2	6	8	1	1	10	4
	3219	15	MAY	02:00	10	12	8	4	1	1	1	3	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	2	3	1	1	8	12	11	10	1	1	1	8	2	3	1	1	1	1	1	1	6	2	6	7	6	8	1	1	10	2
	3220	15	MAY	03:00	1	3	10	9	1	1	1	3	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	8	12	11	10	1	1	1	8	1	4	1	1	1	1	1	1	6	2	6	7	6	7	1	1	10	3
	3221	15	MAY	04:00	1	3	10	4	1	1	1	3	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	9	1	1	8	12	11	10	1	1	1	8	1	9	1	1	1	1	1	1	6	2	6	7	6	7	1	1	10	3
	3222	15	MAY	05:00	1	4	10	9	1	1	1	3	11	10	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	4	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	6	2	6	7	6	7	1	1	10	4
	3223	15	MAY	06:00	8	3	10	9	1	1	1	5	11	10	1	1	1	1	1	1	8	4	1	1	1	1	1	1	1	3	1	1	1	8	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	6	2	6	8	6	8	1	1	10	3
	3224	15	MAY	07:00	10	5	10	4	1	1	1	5	11	10	1	1	1	1	1	1	10	4	1	1	1	1	1	1	1	5	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	6	2	5	8	5	8	1	1	3	5
	3225	15	MAY	08:00	10	3	10	4	1	1	1	5	11	10	1	1	1	1	1	1	10	4	1	1	1	1	1	1	1	3	1	1	1	5	1	1	8	12	11	10	1	1	1	8	1	5	1	1	1	1	1	1	6	2	4	7	5	7	1	1	10	4
	3226	15	MAY	09:00	10	4	10	4	1	1	1	3	11	10	1	1	1	1	1	1	10	4	1	1	1	1	1	1	1	3	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	6	2	6	7	4	7	1	1	10	3
	3227	15	MAY	10:00	1	3	10	4	1	1	1	4	11	10	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	3	1	1	1	4	1	1	8	12	11	10	1	1	1	8	1	4	1	1	1	1	1	1	6	2	6	7	4	7	1	1	10	3
	3228	15	MAY	11:00	1	9	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	9	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	6	2	6	8	4	8	1	1	10	5
	3229	15	MAY	12:00	10	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	1	12	1	1	8	12	11	10	1	1	1	8	1	12	1	1	1	1	1	1	6	2	4	2	4	8	1	1	10	4
	3230	15	MAY	13:00	10	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	4	1	1	2	9	1	1	8	12	11	10	1	1	1	8	2	9	1	1	1	1	1	1	6	2	4	7	4	8	1	1	10	4
	3231	15	MAY	14:00	8	5	8	9	1	1	1	4	11	10	1	1	1	1	1	1	8	2	1	1	1	1	1	1	1	3	1	1	2	9	1	1	8	12	11	10	1	1	1	8	2	8	1	1	1	1	1	1	6	2	5	8	4	8	1	1	10	4
	3232	15	MAY	15:00	10	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	6	4	1	1	1	5	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	10	4
	3233	15	MAY	16:00	1	5	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	5	1	1	5	9	1	1	8	12	11	10	1	1	1	8	5	8	1	1	1	1	1	1	6	2	6	8	4	8	1	1	10	4
	3234	15	MAY	17:00	1	3	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	3	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3235	15	MAY	18:00	10	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	4	1	1	3	6	1	1	8	12	11	10	1	1	1	8	3	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3236	15	MAY	19:00	1	12	8	9	1	1	1	5	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	9	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	6	2	12	8	4	8	1	1	1	4
	3237	15	MAY	20:00	10	4	8	9	1	1	1	5	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	4	1	1	2	3	1	1	8	12	11	10	1	1	1	8	2	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	10	4
	3238	15	MAY	21:00	1	4	8	9	1	1	1	5	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3239	15	MAY	22:00	10	5	8	9	1	1	1	5	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	5	1	1	3	2	1	1	8	12	11	10	1	1	1	8	3	2	1	1	1	1	1	1	6	2	5	8	4	8	1	1	10	4
	3240	15	MAY	23:00	10	9	8	9	1	1	1	4	11	10	1	1	1	1	1	1	3	2	1	1	1	1	1	1	8	9	1	1	1	5	1	1	8	12	11	10	1	1	1	8	1	5	1	1	1	1	1	1	6	2	4	8	4	8	1	1	10	4
	3241	16	MAY	00:00	8	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	8	4	1	1	1	2	1	1	8	12	11	10	1	1	1	8	1	8	1	1	1	1	1	1	6	2	4	8	4	8	1	1	10	4
	3242	16	MAY	01:00	1	5	8	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	5	1	1	2	4	1	1	8	12	11	10	1	1	1	8	2	4	1	1	1	1	1	1	6	2	5	8	4	8	1	1	1	4
	3243	16	MAY	02:00	1	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	3	5	1	1	8	12	11	10	1	1	1	8	3	5	1	1	1	1	1	1	6	2	6	2	4	8	1	1	1	4
	3244	16	MAY	03:00	1	4	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	3	1	1	8	12	11	10	1	1	1	8	1	3	1	1	1	1	1	1	6	2	4	3	4	8	1	1	1	4
	3245	16	MAY	04:00	1	4	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	6	1	1	8	12	11	10	1	1	1	8	1	6	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3246	16	MAY	05:00	1	9	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	9	1	1	1	4	1	1	8	12	11	10	1	1	1	8	1	4	1	1	1	1	1	1	6	2	6	8	4	8	1	1	1	4
	3247	16	MAY	06:00	1	4	10	7	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	9	1	1	8	12	11	10	1	1	1	8	1	9	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3248	16	MAY	07:00	1	2	10	7	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	2	1	1	1	4	1	1	8	12	11	10	1	1	1	8	1	4	1	1	1	1	1	1	6	2	6	8	4	8	1	1	1	4
	3249	16	MAY	08:00	1	4	10	7	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	9	1	1	8	12	11	10	1	1	1	8	1	9	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3250	16	MAY	09:00	1	4	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	2	1	1	8	12	11	10	1	1	1	8	1	2	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3251	16	MAY	10:00	1	4	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	5	1	1	8	12	11	10	1	1	1	8	1	5	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3252	16	MAY	11:00	1	4	10	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	1	5	1	1	8	12	11	10	1	1	1	8	1	5	1	1	1	1	1	1	6	2	4	3	4	8	1	1	1	4
	3253	16	MAY	12:00	1	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	2	9	1	1	8	12	11	10	1	1	1	8	2	9	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
	3254	16	MAY	13:00	1	4	8	9	1	1	1	4	11	10	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	4	1	1	2	5	1	1	8	12	11	10	1	1	1	8	2	5	1	1	1	1	1	1	6	2	4	8	4	8	1	1	1	4
